month-day,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
10-15,1.98,1.38,3.75,1.28,1.3,0.95,1.59,1.05,2.12,1.45,2.22
10-16,1.28,1.64,3.97,1.06,1.4,1.69,1.41,1.59,1.78,1.57,2.76
10-17,1.42,2.33,1.68,1.17,1.09,3.07,1.17,3.2,1.09,1.41,3.59
10-18,0.98,2.54,2.09,1.53,0.81,2.25,1.24,1.93,0.98,0.84,3.31
10-19,1.61,1.78,1.97,2.69,1.01,2.02,1.48,2.31,1.25,0.97,1.41
10-20,2.14,1.78,1.48,2.28,1.18,2.17,1.4,2.4,1.4,2.07,1.74
10-21,1.79,1.51,1.13,1.75,1.19,2.35,1.58,2.63,2.28,1.87,1.63
10-22,1.37,1.25,1.36,1.76,1.84,1.77,1.61,2.39,4.15,2.47,1.67
10-23,1.22,1.09,2.29,1.76,1.62,1.91,1.67,2.4,3,1.81,1.46
10-24,2.42,1,3.3,1.44,1.51,1.69,2,5.42,1.44,1.65,1.38
10-25,2.97,1.55,2.49,1.16,1.3,1.51,2.56,2.57,1.87,2.82,1.06
10-26,2.24,0.8,1.95,0.89,1,1.44,2.72,1.29,1.93,1.61,1.07
10-27,1.57,0.95,1.77,1.07,1.63,4.54,1.53,1.47,0.9,1.69,2.16
10-28,1.19,1.68,1.38,1,2.35,1.28,0.95,1.21,1.27,2.08,2.66
10-29,1.25,2.49,1.93,1.3,2.33,1.87,0.71,1.1,1.73,1.31,1.91
10-30,1.76,1.66,3.1,3.21,2.68,1.39,1.19,1.97,1.27,1.19,1.83
10-31,1.84,1.58,2.11,1,1.71,1.34,1.04,1.2,1.3,1.22,2.03
11-01,1.53,1.78,1.46,1.29,1.51,1.01,0.73,2.2,2.93,0.94,2.19
11-02,1.82,2.19,1.19,1.47,1.24,1.19,1.01,0.73,2.01,0.96,2.26
11-03,1.1,1.97,1.08,2.12,2.05,0.96,1.56,0.68,1.91,0.95,3.23
11-04,1.2,2.51,1.05,1.92,1.5,1,1.37,2.07,1.46,1.42,1.75
11-05,1.17,0.95,1.35,1.65,1.98,0.88,1.36,1.59,1.89,1.79,2.5
11-06,1.27,1.38,1.12,1.21,1.74,0.9,3.76,1.86,2.58,2.26,2.51
11-07,1.26,0.81,0.86,0.94,1.42,0.8,2.23,1.89,2.6,1.93,1.07
11-08,1.08,1.8,0.8,2.37,1.96,0.86,3.23,2.05,3.51,1.63,1.03
11-09,0.88,2.15,0.97,2.07,1.1,1.02,1.63,2.48,1.61,0.96,0.96
11-10,0.99,1.58,1.06,1.63,0.98,1.13,1.27,1.33,1.52,0.98,1.3
11-11,1.77,1.14,1.5,1.05,1.49,0.94,0.82,1.4,0.68,1.08,2.53
11-12,0.99,1.58,1.06,1.19,1.38,0.81,0.9,1.44,1.9,1.77,1.29
11-13,2.03,1.24,0.68,1.61,1.08,1.04,2.64,1.44,1.65,1.48,2.09
11-14,1.62,1.5,0.76,1.15,1.25,1.65,1.13,1.37,0.86,1.76,2.12
11-15,1.62,4.53,2.06,2.36,1.26,1.38,1.17,1.19,1.36,2.3,2.07
11-16,1.25,3.82,2.33,2,0.88,1.26,1.62,1.49,0.89,1.28,1.66
11-17,1.36,1.72,1.34,1.74,0.98,1.37,3.2,1.07,1.19,1.86,1.62
11-18,1.31,1.66,2.27,0.81,0.76,1.24,2.29,0.79,1.69,3.19,2.51
11-19,2.36,1.37,3.37,0.66,1.05,2.64,1.59,1.15,1.46,2.48,1.52
11-20,1.16,1.65,1.17,1.08,1.32,2.26,1.53,1.67,1.43,1.71,4.3
11-21,0.62,1.38,1.64,0.95,2.3,1.09,1.41,1.55,1.24,1.05,3.8
11-22,2.59,1.13,1.34,0.93,2.6,1.01,1.31,1.36,1.12,1.03,3.56
11-23,1.73,1.57,1.59,1.1,2.57,0.97,1.51,1.91,1.39,2.09,2
11-24,1.49,2.72,0.8,1.39,1.74,1.01,1.32,1.85,1.61,1.81,1.55
11-25,1.39,1.26,1.25,1.65,1.13,3.16,2.29,1.31,1.31,1.39,1.64
11-26,0.92,1.26,2.84,2.84,0.98,3.01,2.76,1.04,1.21,1.2,1.29
11-27,0.57,1.5,2.38,1.91,1.25,1.91,1.02,1.15,1.07,1.41,1.54
11-28,1.58,1.31,2.48,1.45,2.14,1.49,1.13,1.25,2.87,1.54,1.23
11-29,1.33,1.27,1.62,1.55,4.42,1.61,0.82,1.13,1.14,1.11,1.3
11-30,1.81,1.1,1.17,1.29,2.19,4.38,1.16,1.38,1.56,2.51,1.32
12-01,1.47,1.06,2,0.72,2.54,4.14,1.27,1.13,2.87,1.86,0.84
12-02,2.47,1.12,2.57,0.74,1.01,2.2,1.32,0.87,1.26,1.57,0.76
12-03,3.54,2.65,1.58,2.26,1.52,1.24,0.94,1.02,1.3,1.4,1.02
12-04,1.48,1.07,0.91,3.67,1.89,1.77,0.96,1.08,1.78,1.09,0.98
12-05,1.59,1.21,1.13,0.92,1.55,1.35,1.17,0.96,1.79,1.02,0.86
12-06,1.23,1.82,1.66,1.48,1.05,3.48,1.34,0.82,0.93,2.45,1.13
12-07,1.21,0.63,1.68,1.58,0.86,3.87,2.2,1.14,0.69,1.9,1.13
12-08,1.22,1.02,2.87,1.51,1.19,1.13,1.23,1.36,1.8,2,1.37
12-09,0.73,1.24,1.56,1.59,0.97,1.03,1.35,2.37,1.15,1.28,1.48
12-10,2.25,2.89,2.66,1.45,1.63,0.77,1.94,1.37,4.57,1.23,1.39
12-11,4.07,2.13,1.17,1.51,1.38,1.55,1.86,1.27,3.33,1.24,1.41
12-12,0.99,1.43,0.9,1.5,1.89,1.25,1.87,3.32,1.96,1.15,2.74
12-13,0.78,4.18,1.03,1.42,1.65,1.13,2.41,4.56,1.23,1.17,2.96
12-14,1.46,2.67,2.23,1.38,2.32,2.89,1.85,2.14,0.76,1.14,4.47
12-15,2.91,2.35,4.06,1.02,1.21,1.64,0.94,3.55,1.02,1.28,0.94
12-16,2.59,0.9,3.52,5,2.63,1.39,1.01,1.88,1.28,1.36,1.89
12-17,1.48,0.95,1.5,1.74,1.13,1.79,2.72,1.69,1.26,1.42,1.3
12-18,1.65,1.8,1.44,1.15,1.09,2.59,1.34,1.4,1.15,3.02,1.41
12-19,1.97,1.5,1.39,1.57,1.15,0.85,1.22,1.33,1.41,2.55,1.83
12-20,0.98,2.36,1.32,2.18,0.81,1.29,1.48,1.69,0.88,2.29,1.52
12-21,1.64,2.76,1.34,1.72,1.16,2.07,1.29,1.43,1.15,1.02,1.57
12-22,1.6,4.77,1.19,1.06,0.88,3.21,1.91,2.4,1.13,1.43,1.44
12-23,1.22,2.81,3.14,0.82,0.96,1.11,1.62,2.8,0.87,0.96,1.32
12-24,2.74,2.35,1.84,0.91,2.03,1.4,1.39,2.61,1.23,0.74,2.71
12-25,2.98,1.83,1.57,0.92,2.11,2.63,2.7,3.34,1.24,0.75,1.18
12-26,2.1,1.64,1.27,0.85,1.66,1.91,1.47,2.12,1.36,1.05,2.19
12-27,1.12,0.86,1.05,1.05,3.4,1.6,1.45,2.85,3.06,2.06,2.64
12-28,1.01,1.65,1.55,1.17,2.26,1.04,1.3,1.03,1.02,1.28,1.68
12-29,1.24,1.15,1.48,1.13,1.16,1.39,1.15,1.86,2.29,2.44,2.61
12-30,3.81,1.01,1.74,0.98,1.34,1.94,1.65,1.12,3.66,1.39,1.62
12-31,2.73,1.27,1.41,0.93,3.42,1.02,2.25,1.63,3.97,0.91,1.15
